"communities","year","papers","results","authors","SOTA"
1,2014,2,2,3,1
1,2020,1,1,12,NA
2,2016,1,1,2,1
2,2017,2,2,4,NA
2,2018,2,2,8,NA
2,2019,1,1,6,NA
3,2018,1,1,6,1
3,2019,1,1,3,NA
4,2018,1,1,6,1
4,2019,1,1,4,NA
5,2019,1,1,5,1
6,2019,2,2,5,1
7,2016,1,1,5,1
8,2016,1,1,3,1
8,2017,2,2,3,NA
9,2019,1,1,4,1
10,2017,1,1,4,1
11,2018,3,3,4,1
11,2019,1,1,4,NA
12,2017,1,1,4,1
13,2019,1,1,4,1
14,2017,1,1,3,1
15,2018,2,2,3,1
16,2019,2,2,3,1
17,2015,2,2,2,1
18,2018,1,1,1,1
19,2019,2,2,1,1
