"author","community"
"Sergey Ioffe","1"
"Jonathon Shlens","1"
"Zbigniew Wojna","1"
"Chen Sun","37"
"Abhinav Shrivastava","37"
"Saurabh Singh","37"
"Abhinav Gupta","37"
"Utku Evci","39"
"Trevor Gale","39"
"Jacob Menick","39"
"Pablo Samuel Castro","39"
"Erich Elsen","39"
"Utku Evci","39"
"Trevor Gale","39"
"Jacob Menick","39"
"Pablo Samuel Castro","39"
"Erich Elsen","39"
"Utku Evci","39"
"Trevor Gale","39"
"Jacob Menick","39"
"Pablo Samuel Castro","39"
"Erich Elsen","39"
"Utku Evci","39"
"Trevor Gale","39"
"Jacob Menick","39"
"Pablo Samuel Castro","39"
"Erich Elsen","39"
"Wouter Van Gansbeke","33"
"Simon Vandenhende","33"
"Stamatios Georgoulis","33"
"Marc Proesmans","33"
"Luc Van Gool","33"
"Xiangxiang Chu","19"
"Bo Zhang","19"
"Li Jixiang","19"
"Li Qingyuan","19"
"Xu Ruijun","19"
"Xiangxiang Chu","19"
"Bo Zhang","19"
"Li Jixiang","19"
"Li Qingyuan","19"
"Xu Ruijun","19"
"Xiangxiang Chu","19"
"Bo Zhang","19"
"Li Jixiang","19"
"Li Qingyuan","19"
"Xu Ruijun","19"
"Xiangxiang Chu","19"
"Bo Zhang","19"
"Li Jixiang","19"
"Li Qingyuan","19"
"Xu Ruijun","19"
"Xiangxiang Chu","19"
"Bo Zhang","19"
"Li Jixiang","19"
"Li Qingyuan","19"
"Xu Ruijun","19"
"Xiangxiang Chu","19"
"Bo Zhang","19"
"Li Jixiang","19"
"Li Qingyuan","19"
"Xu Ruijun","19"
"Xiangxiang Chu","19"
"Bo Zhang","19"
"Li Jixiang","19"
"Li Qingyuan","19"
"Xu Ruijun","19"
"Andrew Howard","1+2"
"Ruoming Pang","1+2"
"Hartwig Adam","1+2"
"Quoc V. Le","1+2"
"Mark Sandler","1+2"
"Bo Chen","1+2"
"Weijun Wang","1+2"
"Liang-Chieh Chen","1+2"
"Yukun Zhu","1+2"
"Mingxing Tan","1+2"
"Vijay K. Vasudevan","1+2"
"Grace Chu","1+2"
"Yuki M. Asano","2"
"Christian Rupprecht","2"
"Andrea Vedaldi","2"
"Qizhe Xie","1"
"Minh-Thang Luong","1"
"Eduard Hovy","1"
"Quoc V. Le","1"
"Qizhe Xie","1"
"Minh-Thang Luong","1"
"Eduard Hovy","1"
"Quoc V. Le","1"
"Qizhe Xie","1"
"Minh-Thang Luong","1"
"Eduard Hovy","1"
"Quoc V. Le","1"
"Qizhe Xie","1"
"Minh-Thang Luong","1"
"Eduard Hovy","1"
"Quoc V. Le","1"
"Qizhe Xie","1"
"Minh-Thang Luong","1"
"Eduard Hovy","1"
"Quoc V. Le","1"
"Qizhe Xie","1"
"Minh-Thang Luong","1"
"Eduard Hovy","1"
"Quoc V. Le","1"
"Qizhe Xie","1"
"Minh-Thang Luong","1"
"Eduard Hovy","1"
"Quoc V. Le","1"
"Qizhe Xie","1"
"Minh-Thang Luong","1"
"Eduard Hovy","1"
"Quoc V. Le","1"
"Renqian Luo","20"
"Xu Tan","20"
"Rui Wang","20"
"Tao Qin","20"
"Enhong Chen","20"
"Tie-Yan Liu","20"
"Cheng Cui","11"
"Zhi Ye","11"
"Yangxi Li","11"
"Xinjian Li","11"
"Min Yang","11"
"Kai Wei","11"
"Bing Dai","11"
"Yanmei Zhao","11"
"Zhongji Liu","11"
"Rong Pang","11"
"Cheng Cui","11"
"Zhi Ye","11"
"Yangxi Li","11"
"Xinjian Li","11"
"Min Yang","11"
"Kai Wei","11"
"Bing Dai","11"
"Yanmei Zhao","11"
"Zhongji Liu","11"
"Rong Pang","11"
"Cheng Cui","11"
"Zhi Ye","11"
"Yangxi Li","11"
"Xinjian Li","11"
"Min Yang","11"
"Kai Wei","11"
"Bing Dai","11"
"Yanmei Zhao","11"
"Zhongji Liu","11"
"Rong Pang","11"
"Cheng Cui","11"
"Zhi Ye","11"
"Yangxi Li","11"
"Xinjian Li","11"
"Min Yang","11"
"Kai Wei","11"
"Bing Dai","11"
"Yanmei Zhao","11"
"Zhongji Liu","11"
"Rong Pang","11"
"Yingwei Li","2"
"Qihang Yu","2"
"Mingxing Tan","2"
"Jieru Mei","2"
"Peng Tang","2"
"Wei Shen","2"
"Alan L. Yuille","2"
"Cihang Xie","2"
"Pierre Foret","40"
"Ariel Kleiner","40"
"Hossein Mobahi","40"
"Behnam Neyshabur","40"
"Pierre Foret","40"
"Ariel Kleiner","40"
"Hossein Mobahi","40"
"Behnam Neyshabur","40"
"Ningning Ma","2"
"Xiangyu Zhang","2"
"Hai-Tao Zheng","2"
"Jian Sun","2"
"Xiangyu Zhang","2"
"Xinyu Zhou","2"
"Mengxiao Lin","2"
"Jian Sun","2"
"Dimitrios Stamoulis","18"
"Ruizhou Ding","18"
"Di Wang","18"
"Dimitrios Lymberopoulos","18"
"Bodhi Priyantha","18"
"Jie Liu","18"
"Diana Marculescu","18"
"Zichao Guo","2"
"Xiangyu Zhang","2"
"Haoyuan Mu","2"
"Wen Heng","2"
"Zechun Liu","2"
"Yichen Wei","2"
"Jian Sun","2"
"Andrew Howard","1"
"Xiang Li","51"
"Xiaolin Hu","51"
"Jian Yang","51"
"Kaiming He","2"
"Xiangyu Zhang","2"
"Shaoqing Ren","2"
"Jian Sun","2"
"Kaiming He","2"
"Xiangyu Zhang","2"
"Shaoqing Ren","2"
"Jian Sun","2"
"Jianbo Dong","8"
"Zheng Cao","8"
"Tao Zhang","8"
"Jianxi Ye","8"
"Shaochuang Wang","8"
"Fei Feng","8"
"Li Zhao","8"
"Xiaoyong Liu","8"
"Liuyihan Song","8"
"Liwei Peng","8"
"Pan Pan","8"
"Yuan Xie","8"
"Jianbo Dong","8"
"Zheng Cao","8"
"Tao Zhang","8"
"Jianxi Ye","8"
"Shaochuang Wang","8"
"Fei Feng","8"
"Li Zhao","8"
"Xiaoyong Liu","8"
"Liuyihan Song","8"
"Liwei Peng","8"
"Pan Pan","8"
"Yuan Xie","8"
"HyunJae Lee","52"
"Hyo-Eun Kim","52"
"Hyeonseob Nam","52"
"Pierre Sermanet","1"
"Corey Lynch","1"
"Yevgen Chebotar","1"
"Jasmine Hsu","1"
"Eric Jang","1"
"Stefan Schaal","1"
"Sergey Levine","1"
"Tal Ridnik","15"
"Hussam Lawen","15"
"Asaf Noy","15"
"Itamar Friedman","15"
"Qizhe Xie","1"
"Zihang Dai","1"
"Eduard Hovy","1"
"Minh-Thang Luong","1"
"Quoc V. Le","1"
"Karen Simonyan","46"
"Andrew Zisserman","46"
"Karen Simonyan","46"
"Andrew Zisserman","46"
"Matthew D. Zeiler","1"
"Rob Fergus","1"
"Matthew D. Zeiler","1"
"Rob Fergus","1"
"Vivek Ramanujan","13"
"Mitchell Wortsman","13"
"Aniruddha Kembhavi","13"
"Ali Farhadi","13"
"Mohammad Rastegari","13"
"Sergey Zagoruyko","57"
"Nikos Komodakis","57"
"François Chollet","61"
